Df: 2.2
kf: 1.13
n: 200
k: 0.7
a: 30

Rg: 315.441

X Y Z
-229.454 -80.2384 330.948
339.136 100.771 -48.7662
-164.69 -185.821 332.441
-107.908 -98.8056 423.505
302.578 115.951 -101.238
242.839 -16.9286 -183.186
-141.858 -149.593 383.826
280.049 144.573 -122.148
298.454 77.5057 -136.397
324.121 185.196 -43.0084
311.54 -14.623 -140.417
-275.144 7.99225 297.476
281.724 115.516 -155.151
-221.48 -140.741 319.665
250.587 43.7619 -200.394
291.482 42.6736 -172.823
-161.917 -44.4861 412.559
320.959 25.9119 -148.041
323.619 151.324 -109.609
321.226 196.817 -83.2648
-133.997 -209.158 349.095
-191.785 -130.31 364.139
-247.891 -35.0113 347.378
-180.454 -82.9044 403.546
-119.529 -147.265 419.323
-254.172 -115.449 327.119
-184.703 3.9318 427.98
-228.37 13.3827 397.585
341.587 101.556 -107.164
-304.78 37.2197 303.084
-214.207 -106.211 394.411
-252.606 -168.935 320.18
348.087 19.9559 -116.535
-221.119 50.3056 416.243
372.657 85.0125 -68.5662
284.537 82.7811 -183.175
-192.485 -155.827 397.492
278.175 165.854 -158.309
-185.911 -119.478 423.461
-235.128 -71.3373 404.904
-287.61 -33.609 360.959
340.299 60.4736 -134.061
-118 -146.433 461.286
-145.522 -174.875 437.381
-233.396 -155.259 388.009
299.682 2.54268 -182.111
-282.156 -115.056 358.435
-258.628 -37.8404 414.377
-165.166 -143.731 457.584
-246.018 23.8184 437.278
-217.897 -104.732 446.341
236.881 -18.7151 -224.722
243.625 177.996 -178.873
-133.241 -121.215 491.216
273.016 -36.1407 -205.191
-215.413 -147.033 435.053
-229.664 -65.6534 456.26
-102.867 -162.782 496.891
-285.072 -151.903 378.379
399.882 69.1379 -40.8027
-266.531 -189.589 378.288
-81.8566 -137.444 522.979
-282.687 -123.973 409.656
-319.739 -134.491 362.285
-273.13 -226.938 360.247
293.834 227.589 -91.436
-253.463 -126.86 449.399
-249.184 -214.371 407.424
-220.77 -121.112 484.908
-140.99 -170.518 512.728
394.359 31.2074 -57.9716
255.684 206.139 -150.123
314.795 -41.3322 -172.666
