Df: 2.9
kf: 1.13
n: 100
k: 0.7
a: 30

Rg: 140.759

X Y Z
0 0 0
-15.4549 35.7188 15.7897
16.0398 -35.8918 -14.7819
-32.1921 61.3547 44.5415
38.3343 -36.677 20.8038
-24.1736 72.0061 -3.47724
-63.518 35.0252 53.9991
-29.9186 66.7375 -44.7475
-61.4633 -3.42363 70.7761
-64.4565 88.2392 45.0247
-66.7647 31.3416 95.7111
-92.4966 90.7075 13.8532
-53.686 103.597 82.6028
-59.1572 129.893 44.0848
-94.5567 116.65 62.4018
-83.1505 93.7665 110.873
-84.8601 142.074 13.1821
14.7346 15.4318 -36.1767
-86.7182 -5.80384 104.25
-121.959 113.18 -5.91965
-128.863 128.033 41.012
-114.472 102.551 -45.8567
-126.379 1.7449 92.6743
-55.0181 168.915 59.056
-89.4128 136.116 -48.9281
-40.3698 -39.2027 77.0149
-79.2495 -49.521 64.9359
0.34617 51.2608 -69.4156
-70.4005 131.221 124.966
-162.784 104.317 -10.2487
-155.007 -11.4087 64.8997
-166.394 -11.6865 24.4735
-167.43 129.655 57.5641
-17.1796 174.724 41.7786
-173.763 15.5223 91.1096
-84.1039 -67.6855 27.3795
-143.362 -50.4644 54.7487
-31.1562 71.6914 -88.2356
45.5369 9.28258 -8.29462
-179.946 -7.62006 -15.0714
-138.981 -8.96495 131.281
-167.203 104.741 -52.0135
-16.628 -53.3209 -34.6071
4.58219 -63.0658 15.1229
-90.1646 185.495 43.1239
-148.738 142.148 -47.1384
-57.2188 172.607 100.836
-174.64 147.688 -14.5441
-67.558 -82.2015 -8.39088
-146.483 177.143 -4.36656
-118.672 -82.6065 8.76765
-148.101 114.593 -88.0975
-176.581 -57.2121 29.9503
-123.274 -87.3157 53.1852
-37.735 -80.862 81.6576
-45.4508 193.68 17.1735
-187.165 79.4963 -78.9994
-195.431 131.286 88.8251
7.00887 88.8176 -91.9935
23.5155 -3.04971 -72.8554
-215.69 17.8169 92.0331
-149.499 -73.3623 89.4191
-38.5851 -100.157 16.1485
-24.1038 155.836 120.486
-21.1452 -56.0836 -76.272
23.0756 -42.0734 -55.7243
-221.765 108.688 65.1644
68.0764 35.8247 -31.7784
-219.4 83.5615 -52.3847
-48.0688 -46.7586 -107.129
-114.42 -96.0896 93.5365
0.210341 -96.4521 40.2275
-95.0991 -117.227 61.8727
55.7056 42.5009 -71.356
-18.0505 111.434 -116.984
-62.8982 -97.3745 110.952
-121.587 -123.55 17.6614
-29.4032 -96.894 -70.7659
-224.45 121.142 25.1431
64.2224 -1.99744 -62.5674
74.4094 -24.5563 -28.6362
-30.9683 -121.057 71.5299
-134.534 194.373 32.0252
-207.641 31.7287 130.836
-189.304 -69.6403 102.291
-148.755 -25.133 168.792
-75.6878 130.715 166.629
0.545188 189.065 6.50599
48.2788 91.7566 -84.7714
-185.252 145.722 -67.5818
-144.281 -122.431 62.6528
-211.801 155.12 3.9432
79.7101 -40.2695 14.5481
-61.4756 210.256 62.6879
-97.3087 206.404 84.2549
-37.6567 -124.604 -40.302
-9.20312 196.432 76.8377
-184.052 81.4198 -120.84
-80.9616 184.35 133.43
17.5818 158.241 125.016
