Df: 2.2
kf: 1.13
n: 100
k: 0.9
a: 30

Rg: 230.189

X Y Z
0 0 0
-16.0834 -50.9396 7.90431
-32.3698 -101.793 15.9474
-14.2158 26.6187 44.7812
48.3168 14.5701 -19.2145
40.7109 -2.14092 -69.9973
30.6524 40.7287 71.3094
97.4105 37.0421 -20.1187
8.06632 -30.2821 -102.53
41.297 89.1954 50.0099
106.861 84.9732 2.88787
125.904 60.3613 -59.6196
33.5155 137.909 28.0444
38.1539 0.897574 -134.757
6.85157 122.993 74.2434
152.717 103.968 -18.383
57.8164 150.953 74.4696
166.534 34.898 -84.4566
196.068 73.5007 -28.7965
44.7793 -65.7723 -120.097
78.8465 -98.8136 -94.3352
210.383 64.6573 22.5149
38.9611 190.805 18.6471
179.482 25.0274 -135.944
-3.92434 193.115 -14.0867
1.28764 -18.5786 -169.073
87.1387 141.73 118.867
213.601 96.0885 66.3068
-56.2136 180.2 -10.2097
114.916 185.079 102.578
99.9065 -124.983 -52.0547
-39.4712 -106.217 -37.4006
32.9794 219.806 63.8039
-14.9812 223.309 39.2372
96.1385 -139.7 -0.235581
71.1921 -142.38 47.5817
260.372 84.7495 18.8466
48.7691 249.345 21.4467
230.551 144.455 83.3186
99.4421 189.602 154.115
45.3176 -154.476 -10.9549
98.0775 262.238 39.2924
32.1722 -139.83 84.8234
30.6866 236.978 114.949
178.939 35.4624 -188.923
-5.67472 -152.682 -28.6344
-59.7415 223.468 69.4447
121.047 -164.023 41.0433
92.6115 239.116 133.677
190.523 -16.8478 -182.181
-3.96469 263.666 73.383
127.248 -171.056 -31.2991
233.556 188.119 114.947
-90.2401 230.52 25.4435
89.9372 -168.254 -82.7827
10.9914 -169.706 -77.0949
232.739 154.168 156.931
66.841 -194.951 36.0332
58.623 -166.087 -126.723
60.8523 297.372 -0.0798612
24.3179 -199.613 -31.874
48.3661 240.678 165.839
244.133 -10.6426 -180.331
58.4361 -198.13 89.2803
104.494 290.511 84.8495
219.824 240.203 111.114
144.584 -207.387 19.0972
208.372 182.368 196.009
21.2316 307.492 -35.3473
24.3976 309.606 72.3449
167.24 -194.064 -59.3573
50.1347 -206.709 -80.914
-54.8284 276.971 85.7067
84.1477 289.139 152.172
-36.0166 -191.38 -61.7169
30.3977 -196.075 135.385
216.425 239.174 164.997
83.1765 -234.394 2.96602
31.6078 -233.78 48.9536
9.44229 305.046 -87.9879
90.7357 -209.419 -124.058
83.4788 -241.774 -50.5264
266.57 156.866 198.933
79.96 -229.273 127.788
297.973 112.969 197.214
0.651822 -237.244 -62.5311
32.7743 251.3 216.436
95.472 338.628 3.8534
259.379 215.048 187.108
-20.5923 -242.021 37.8531
67.1784 -258.254 81.3845
-26.4813 287.07 -124.076
115.339 -226.758 168.506
136.733 330.602 101.263
-97.0046 276.238 119.421
45.3468 -266.173 -18.828
-28.5113 -254.491 -14.0873
49.1751 -247.019 -116.832
-38.7424 309.063 126.047
52.8034 350.747 -28.4037
