Df: 2.2
kf: 1.13
n: 100
k: 1
a: 30

Rg: 230.19

X Y Z
0 0 0
28.2728 -52.0938 -9.32128
82.5217 -75.2662 1.63718
46.1254 -117.26 24.26
119.363 -31.5338 19.8086
46.1026 37.5169 8.18747
87.5828 -123.214 -34.0756
63.3445 31.2523 65.3143
61.5035 52.5969 -47.8072
88.9752 -122.559 65.9232
-4.60599 -138.955 0.68775
125.205 -150.764 27.2981
47.4285 -161.978 83.8116
-53.7031 -11.5982 -24.1135
138.345 -154.769 -39.3204
-5.50481 55.2524 33.1299
100.469 -140.493 122.015
110.675 -201.958 -0.41514
-16.5598 50.9407 -27.0335
79.559 87.3114 9.27077
-25.966 -186.109 -29.6487
160.347 -169.973 71.9748
99.6622 77.0786 78.7669
20.7603 96.928 -17.4223
-75.6607 44.6491 -18.8174
1.23775 107.279 62.2462
-79.3453 -160.456 -20.0257
-54.4609 74.348 -67.2282
178.109 -168.528 5.26081
108.043 -219.763 56.8216
55.3269 114.732 93.4843
-119.158 -120.489 -40.459
67.9291 -244.034 -1.96153
92.1083 -194.319 147.173
228.355 -138.36 -7.59209
-47.2156 107.718 -17.8929
162.683 -227.881 33.3997
104.694 131.429 -22.6958
-90.6601 92.1673 20.4576
136.705 136.851 27.7611
86.7274 116.269 144.589
121.769 -240.409 -45.1192
192.426 -211.714 -33.8545
82.278 159.135 63.45
140.347 -237.547 104.152
22.0689 163.543 61.6174
223.806 -205.366 17.6994
172.505 144.411 -19.7913
-59.7062 -235.309 -36.0489
100.038 -279.223 57.4819
196.811 -240.324 81.1541
-20.5666 159.631 -3.93269
54.8551 183.15 15.3501
-110.425 95.0396 -60.9173
116.72 168.884 111.603
113.236 195.102 22.3372
253.796 -189.125 -31.6646
170.274 -224.843 154.58
73.7358 -238.964 182.8
54.9155 -201.946 226.106
-80.4457 153.975 0.97656
71.3675 -302.132 -16.5513
215.179 -264.009 29.1771
220.364 -239.516 -79.0931
17.0265 -257.868 187.965
226.089 -206.778 -129.048
-53.8378 168.788 52.6737
146.336 -316.541 49.4927
302.367 -171.676 -62.2652
-91.9911 138.855 88.0058
69.1388 202.095 -39.7592
64.1622 205.557 96.8678
265.278 -247.448 -23.5096
143.068 -326.095 -9.65145
63.8347 -325.134 -71.4524
24.9616 -307.048 -113.426
165.558 191.798 85.3387
110.375 -264.743 222.712
-46.5046 178.986 -54.4559
167.947 -267.599 206.06
-138.113 128.539 25.4872
-0.467386 216.043 -0.244569
-168.968 81.9422 -59.8008
56.2634 -195.507 285.744
55.6564 -356.449 3.51905
-118.292 117.158 -116.134
216.48 -321.875 13.3707
-6.45262 -312.603 180.697
47.477 -251.846 267.069
246.794 -313.928 64.5366
78.256 203.249 -99.0513
-53.1798 201.425 103.016
-18.3985 -299.552 -154.214
57.4543 183.055 -151.582
147.058 -355.195 -61.9705
-22.7786 -348.684 135.623
128.568 -320.538 210.223
68.2943 240.415 27.185
276.358 -230.137 -152.012
358.951 -185.903 -48.2704
