Df: 2.2
kf: 1.13
n: 100
k: 1
a: 30

Rg: 230.188

X Y Z
0 0 0
-3.13789 -57.1035 -18.1478
36.8674 33.601 33.3433
-51.8055 -55.6743 16.9153
-59.1162 -36.7275 73.3739
8.45483 52.4807 -27.8262
48.4145 -86.4636 -9.18453
-47.8032 -115.404 20.9562
-108.074 -61.1091 48.7021
-83.242 -101.628 85.3301
-13.2453 -159.803 0.112414
-50.5348 -151.448 92.2712
-55.8958 -185.76 43.3431
-150.193 -18.6949 43.5079
-6.68917 -150.121 133.208
-136.181 4.2799 97.1346
33.5982 43.1418 92.4896
-111.219 -188.18 20.2464
-3.26968 78.1549 35.3348
86.1979 25.2385 69.8458
106.481 -93.7219 -22.4339
19.6698 -192.905 -37.5822
-66.696 -207.246 107.284
-74.8338 -223.509 -11.8151
137.046 -118.879 22.6542
109.239 0.678929 119.504
8.68044 66.962 141.599
50.0929 94.5518 13.3443
-9.59735 -202.546 162.245
-95.8831 -235.418 53.9129
-176.585 11.8549 -0.878819
-35.5137 112.854 -1.49325
111.073 74.7985 46.9316
177.923 -79.7018 42.5085
38.0168 58.8553 193.306
-39.4617 140.234 51.7491
180.302 -102.633 97.9025
-8.45639 -245.336 -29.8432
40.8862 143.609 46.6407
69.5116 136.157 98.8429
-199.278 34.6458 49.7732
68.3425 -227.55 -43.1221
144.787 99.6982 3.99725
155.146 102.043 77.1853
7.16483 -222.31 -88.3657
-59.2706 149.944 -42.2355
62.1316 168.935 -3.43142
36.8863 -263.714 4.88871
-1.11378 186.38 44.0701
227.939 -66.7941 91.0989
-154.901 -201.453 -18.6861
-63.8998 182.045 8.24286
181.841 95.6602 -43.0207
-8.21745 -198.784 -141.374
63.6375 -229.197 -107.429
-48.4735 -259.066 -72.3887
-51.1501 -245.613 166.563
84.2366 184.789 51.6356
-4.75732 -297.767 31.4632
14.5018 -281.611 -71.7608
223.776 52.8749 -46.3148
-32.7488 -300.143 -27.3815
158.443 127.171 131.57
-232.248 28.4289 -15.9441
8.2537 -308.534 89.0373
161.439 149.961 -27.6862
137.444 151.171 -82.6661
48.05 203.167 -50.653
-114.639 186.132 -23.5186
199.731 104.845 -99.5504
135.23 142.921 184.609
225.95 130.308 -21.7157
-151.243 183.165 23.93
13.8776 244.477 44.1476
78.8815 -223.975 -165.225
57.3445 -304.895 -33.6541
21.4892 -236.637 -177.299
206.181 155.231 108.469
-40.4487 -230.096 223.525
-91.8837 227.993 34.8085
-111.579 -293.328 53.911
50.1391 -289.466 -119.387
-92.293 -281.219 -106.872
38.8713 -337.88 22.1128
-34.1369 -320.567 -83.7813
108.139 -301.83 -110.269
-54.1256 -344.927 6.34439
-31.0407 240.113 4.60894
-80.4661 -333.943 -46.4337
93.5587 236.261 22.2469
151.097 219.395 20.0481
-4.57576 -352.192 -37.2395
254.863 87.8548 -116.034
53.1693 253.909 -18.4626
20.9447 -339.432 -98.2778
-150.446 198.026 -70.1709
89.8507 -276.254 -192.549
-96.3883 236.773 -50.0205
-34.6303 -322.015 -143.762
-157.46 -319.168 25.15
