Df: 2.1
kf: 1.83
n: 100
k: 0.7
a: 30

Rg: 201.617

X Y Z
0 0 0
-10.1517 -17.9557 36.586
10.5865 18.9617 -35.9497
-12.4877 49.8138 -52.6748
-7.21844 83.0326 -27.5204
14.6644 63.5983 -81.6014
-43.8268 103.618 -27.772
-44.4512 111.124 13.5472
39.0011 33.021 -96.9883
40.1553 83.9706 -108.043
32.5392 -5.04462 -113.519
2.24774 -34.0253 -110.96
21.3427 117.15 -125.628
74.506 91.6796 -130.948
-24.6421 -40.2333 4.06312
-76.0807 84.2545 19.998
1.05308 -70.6438 -90.4257
-79.1918 124.349 -6.00217
41.2456 -74.3337 -78.809
-16.3171 -81.3776 2.70727
9.17578 -48.3075 58.2475
47.537 -34.4845 68.3142
-22.03 -89.1137 -120.259
-25.5675 -70.7969 65.3981
-10.6637 -113.312 29.3948
-17.6157 132.623 -123.013
-61.0519 -86.8492 -135.627
-113.556 85.5925 38.9141
-63.7558 -67.1533 82.4972
-97.8401 146.116 -36.7014
88.3775 60.4869 -155.414
-65.0068 -33.1008 107.05
45.726 -53.098 105.921
17.3428 -128.784 56.6024
-90.732 152.545 22.9083
-94.9692 159.01 -76.5699
-44.3829 137.549 -155.002
-12.6021 -115.904 83.0865
-105.208 -33.8466 119.189
90.3749 22.6899 -173.618
66.2029 57.0341 -190.915
129.263 64.522 -146.689
-106.093 7.41756 126.966
-135.286 160.509 -64.8951
-113.54 166.673 -113.454
-73.8322 -5.88317 150.339
23.0471 -114.224 105.229
-118.855 179.627 38.3901
-62.7561 -124.259 -154.642
159.115 47.0714 -122.85
110.185 87.7812 -178.726
168.968 85.7261 -109.707
-121.065 199.864 -61.3016
64.55 -108.031 107.007
9.611 -96.486 140.85
81.474 90.167 -211.724
-151.754 156.332 -127.48
-167.852 178.268 -45.1955
109.021 58.6194 -214.876
173.771 32.3439 -159.35
-144.346 -49.078 119.623
-149.086 205.439 -19.2429
58.4161 116.739 -234.665
-132.894 -19.0938 147.114
18.9155 -154.586 94.3745
-59.5322 -131.732 -195.846
200.871 49.9685 -126.314
21.0996 116.725 -253.938
-118.675 206.508 70.6603
-168.566 201.23 17.7272
-92.6588 6.13409 185.908
-112.276 198.115 111.313
5.5987 -138.171 134.997
218.352 21.0088 -101.42
207.767 97.2986 -120.877
-31.4072 -155.523 125.33
28.8298 -190.777 75.5081
-151.222 5.46061 175.839
-86.3478 -159.793 -179.799
-191.009 206.43 -21.567
100.906 75.2234 -252.591
217.191 16.2645 -145.333
-135.376 238.799 49.6269
202.494 136.72 -134.375
-83.8839 -27.3935 209.634
-123.273 26.3232 206.382
35.818 -180.296 122.963
-4.73563 -215.979 76.9979
187.769 174.698 -124.135
-190.058 20.9507 171.861
-47.8001 -171.351 -203.375
1.07352 -183.703 146.313
-0.414295 150.907 -265.461
-159.8 -29.804 196.978
-42.2319 -182.107 155.991
167.466 210.422 -115.446
-182.817 242.138 -42.1068
240.011 58.1529 -139.165
-152.807 266.323 -58.7929
247.733 102.621 -109.114
